,index,yr_released,report_year,race_ethnicity,age_released,crime_class,crime_type,crime_subtype,release_type,super_dist,recidivist,target_pop,sex,felony,max_sentence,crime_types_combined,crime_class_type_subtype
174,174,2010,2013,White,1,C Felony,Property,Theft,Discharged – End of Sentence,unknown,1,0,0,1,10.0,Property_Theft,C Felony_Property_Theft
175,175,2010,2013,White,2,Aggravated Misdemeanor,Violent,Sex,Special Sentence,5JD,0,1,0,0,2.0,Violent_Sex,Aggravated Misdemeanor_Violent_Sex
176,176,2010,2013,Black,4,D Felony,Drug,Drug Possession,Parole,7JD,0,1,0,1,5.0,Drug_Drug Possession,D Felony_Drug_Drug Possession
177,177,2010,2013,Hispanic,0,C Felony,Property,Burglary,Discharged – End of Sentence,unknown,0,0,0,1,10.0,Property_Burglary,C Felony_Property_Burglary
178,178,2010,2013,Hispanic,0,C Felony,Property,Burglary,Discharged – End of Sentence,unknown,0,0,0,1,10.0,Property_Burglary,C Felony_Property_Burglary
179,179,2010,2013,American Native,1,C Felony,Drug,Trafficking,Parole,3JD,1,1,0,1,10.0,Drug_Trafficking,C Felony_Drug_Trafficking
180,180,2010,2013,White,2,Felony - Enhanced,Property,Forgery/Fraud,Parole,8JD,1,1,0,1,10.0,Property_Forgery/Fraud,Felony - Enhanced_Property_Forgery/Fraud
181,181,2010,2013,White,2,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,unknown,1,0,0,0,2.0,Violent_Assault,Aggravated Misdemeanor_Violent_Assault
182,182,2010,2013,White,2,D Felony,Drug,Other Drug,Parole,5JD,0,1,0,1,5.0,Drug_Other Drug,D Felony_Drug_Other Drug
183,183,2010,2013,White,3,Aggravated Misdemeanor,Public Order,Sex Offender Registry/Residency,Discharged – End of Sentence,unknown,0,0,0,0,2.0,Public Order_Sex Offender Registry/Residency,Aggravated Misdemeanor_Public Order_Sex Offender Registry/Residency
184,184,2010,2013,White,3,Aggravated Misdemeanor,Public Order,Sex Offender Registry/Residency,Discharged – End of Sentence,unknown,0,0,0,0,2.0,Public Order_Sex Offender Registry/Residency,Aggravated Misdemeanor_Public Order_Sex Offender Registry/Residency
185,187,2010,2013,White,1,D Felony,Property,Burglary,Parole,6JD,1,1,0,1,5.0,Property_Burglary,D Felony_Property_Burglary
186,188,2010,2013,White,1,Felony - Enhanced,Drug,Trafficking,Parole,2JD,1,1,0,1,10.0,Drug_Trafficking,Felony - Enhanced_Drug_Trafficking
187,189,2010,2013,White,3,Aggravated Misdemeanor,Public Order,Traffic,Parole,7JD,0,1,0,0,2.0,Public Order_Traffic,Aggravated Misdemeanor_Public Order_Traffic
188,190,2010,2013,White,2,D Felony,Violent,Assault,Parole,5JD,0,1,0,1,5.0,Violent_Assault,D Felony_Violent_Assault
189,191,2010,2013,Black,0,D Felony,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,1,5.0,Violent_Assault,D Felony_Violent_Assault
190,192,2010,2013,Black,0,D Felony,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,1,5.0,Violent_Assault,D Felony_Violent_Assault
191,193,2010,2013,Black,0,D Felony,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,1,5.0,Violent_Assault,D Felony_Violent_Assault
192,194,2010,2013,Black,0,D Felony,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,1,5.0,Violent_Assault,D Felony_Violent_Assault
193,195,2010,2013,Black,0,D Felony,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,1,5.0,Violent_Assault,D Felony_Violent_Assault
194,196,2010,2013,Black,0,D Felony,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,1,5.0,Violent_Assault,D Felony_Violent_Assault
195,197,2010,2013,Black,0,D Felony,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,1,5.0,Violent_Assault,D Felony_Violent_Assault
196,198,2010,2013,Black,0,D Felony,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,1,5.0,Violent_Assault,D Felony_Violent_Assault
197,199,2010,2013,White,1,D Felony,Drug,Other Drug,Parole,7JD,0,1,0,1,5.0,Drug_Other Drug,D Felony_Drug_Other Drug
198,200,2010,2013,White,2,D Felony,Drug,Drug Possession,Discharged – End of Sentence,unknown,1,0,0,1,5.0,Drug_Drug Possession,D Felony_Drug_Drug Possession
199,201,2010,2013,Black,1,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,unknown,1,0,0,0,2.0,Property_Theft,Aggravated Misdemeanor_Property_Theft
200,202,2010,2013,White,0,Aggravated Misdemeanor,Public Order,Weapons,Discharged – End of Sentence,unknown,1,0,0,0,2.0,Public Order_Weapons,Aggravated Misdemeanor_Public Order_Weapons
201,203,2010,2013,Black,1,D Felony,Property,Theft,Discharged – End of Sentence,unknown,0,0,1,1,5.0,Property_Theft,D Felony_Property_Theft
202,204,2010,2013,Black,1,D Felony,Property,Theft,Discharged – End of Sentence,unknown,0,0,1,1,5.0,Property_Theft,D Felony_Property_Theft
203,205,2010,2013,Black,1,D Felony,Property,Theft,Discharged – End of Sentence,unknown,0,0,1,1,5.0,Property_Theft,D Felony_Property_Theft
204,206,2010,2013,American Native,2,D Felony,Property,Burglary,Parole,1JD,0,1,1,1,5.0,Property_Burglary,D Felony_Property_Burglary
205,207,2010,2013,White,3,Aggravated Misdemeanor,Public Order,Traffic,Parole,8JD,0,1,0,0,2.0,Public Order_Traffic,Aggravated Misdemeanor_Public Order_Traffic
206,208,2010,2013,White,4,D Felony,Property,Theft,Discharged – End of Sentence,unknown,1,0,0,1,5.0,Property_Theft,D Felony_Property_Theft
207,209,2010,2013,Black,3,D Felony,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,1,5.0,Violent_Assault,D Felony_Violent_Assault
208,210,2010,2013,Black,3,D Felony,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,1,5.0,Violent_Assault,D Felony_Violent_Assault
209,211,2010,2013,Black,3,D Felony,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,1,5.0,Violent_Assault,D Felony_Violent_Assault
210,212,2010,2013,White,2,Felony - Enhanced,Drug,Trafficking,Discharged – End of Sentence,unknown,1,0,0,1,10.0,Drug_Trafficking,Felony - Enhanced_Drug_Trafficking
211,213,2010,2013,White,1,D Felony,Property,Forgery/Fraud,Parole,5JD,1,1,0,1,5.0,Property_Forgery/Fraud,D Felony_Property_Forgery/Fraud
212,214,2010,2013,White,1,Felony - Enhanced,Property,Theft,Parole,2JD,1,1,0,1,10.0,Property_Theft,Felony - Enhanced_Property_Theft
213,215,2010,2013,White,0,C Felony,Property,Arson,Parole,4JD,0,1,0,1,10.0,Property_Arson,C Felony_Property_Arson
214,216,2010,2013,American Native,1,C Felony,Drug,Trafficking,Discharged – End of Sentence,unknown,1,0,0,1,10.0,Drug_Trafficking,C Felony_Drug_Trafficking
215,217,2010,2013,White,2,C Felony,Drug,Trafficking,Parole,1JD,1,1,0,1,10.0,Drug_Trafficking,C Felony_Drug_Trafficking
216,218,2010,2013,Hispanic,0,Aggravated Misdemeanor,Property,Burglary,Discharged – End of Sentence,unknown,0,0,0,0,2.0,Property_Burglary,Aggravated Misdemeanor_Property_Burglary
217,219,2010,2013,White,0,C Felony,Property,Burglary,Parole,3JD,1,1,0,1,10.0,Property_Burglary,C Felony_Property_Burglary
218,220,2010,2013,Black,2,D Felony,Property,Burglary,Parole,5JD,0,1,0,1,5.0,Property_Burglary,D Felony_Property_Burglary
219,221,2010,2013,Black,2,D Felony,Property,Burglary,Parole,5JD,0,1,0,1,5.0,Property_Burglary,D Felony_Property_Burglary
220,222,2010,2013,Hispanic,4,D Felony,Public Order,OWI,Parole,3JD,1,1,1,1,5.0,Public Order_OWI,D Felony_Public Order_OWI
221,223,2010,2013,Hispanic,0,C Felony,Property,Burglary,Parole,5JD,0,1,0,1,10.0,Property_Burglary,C Felony_Property_Burglary
222,224,2010,2013,Hispanic,1,D Felony,Property,Burglary,Discharged – End of Sentence,unknown,0,0,0,1,5.0,Property_Burglary,D Felony_Property_Burglary
223,225,2010,2013,Hispanic,1,D Felony,Property,Burglary,Discharged – End of Sentence,unknown,0,0,0,1,5.0,Property_Burglary,D Felony_Property_Burglary
224,226,2010,2013,White,2,C Felony,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,1,10.0,Violent_Assault,C Felony_Violent_Assault
225,227,2010,2013,White,2,C Felony,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,1,10.0,Violent_Assault,C Felony_Violent_Assault
226,228,2010,2013,White,2,C Felony,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,1,10.0,Violent_Assault,C Felony_Violent_Assault
227,229,2010,2013,Hispanic,1,D Felony,Drug,Trafficking,Parole,6JD,1,1,0,1,5.0,Drug_Trafficking,D Felony_Drug_Trafficking
228,230,2010,2013,Black,2,D Felony,Property,Theft,Parole,1JD,0,1,0,1,5.0,Property_Theft,D Felony_Property_Theft
229,231,2010,2013,White,2,Aggravated Misdemeanor,Property,Burglary,Discharged – End of Sentence,unknown,0,0,0,0,2.0,Property_Burglary,Aggravated Misdemeanor_Property_Burglary
230,232,2010,2013,White,2,Aggravated Misdemeanor,Property,Burglary,Discharged – End of Sentence,unknown,0,0,0,0,2.0,Property_Burglary,Aggravated Misdemeanor_Property_Burglary
231,233,2010,2013,White,3,B Felony,Violent,Sex,Parole,7JD,0,1,0,1,50.0,Violent_Sex,B Felony_Violent_Sex
232,234,2010,2013,White,2,D Felony,Drug,Drug Possession,Parole,8JD,1,1,0,1,5.0,Drug_Drug Possession,D Felony_Drug_Drug Possession
233,235,2010,2013,White,0,D Felony,Drug,Other Drug,Parole,6JD,1,1,1,1,5.0,Drug_Other Drug,D Felony_Drug_Other Drug
234,236,2010,2013,White,1,Aggravated Misdemeanor,Public Order,Traffic,Parole,4JD,0,1,0,0,2.0,Public Order_Traffic,Aggravated Misdemeanor_Public Order_Traffic
235,237,2010,2013,White,1,C Felony,Property,Theft,Parole,7JD,0,1,0,1,10.0,Property_Theft,C Felony_Property_Theft
236,238,2010,2013,Black,1,C Felony,Drug,Trafficking,Parole,2JD,1,1,0,1,10.0,Drug_Trafficking,C Felony_Drug_Trafficking
237,239,2010,2013,White,0,D Felony,Public Order,OWI,Parole,6JD,0,1,0,1,5.0,Public Order_OWI,D Felony_Public Order_OWI
238,240,2010,2013,White,1,Felony - Enhanced,Drug,Trafficking,Parole,1JD,0,1,0,1,10.0,Drug_Trafficking,Felony - Enhanced_Drug_Trafficking
239,241,2010,2013,White,1,Felony - Enhanced,Drug,Trafficking,Parole,1JD,0,1,0,1,10.0,Drug_Trafficking,Felony - Enhanced_Drug_Trafficking
240,242,2010,2013,White,1,Felony - Enhanced,Drug,Trafficking,Parole,1JD,0,1,0,1,10.0,Drug_Trafficking,Felony - Enhanced_Drug_Trafficking
241,243,2010,2013,Black,2,D Felony,Property,Vandalism,Discharged – End of Sentence,unknown,0,0,0,1,5.0,Property_Vandalism,D Felony_Property_Vandalism
242,244,2010,2013,Black,2,D Felony,Property,Vandalism,Discharged – End of Sentence,unknown,0,0,0,1,5.0,Property_Vandalism,D Felony_Property_Vandalism
243,245,2010,2013,Black,3,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,unknown,1,0,0,0,2.0,Violent_Assault,Aggravated Misdemeanor_Violent_Assault
244,246,2010,2013,White,4,D Felony,Drug,Trafficking,Parole,3JD,0,1,0,1,5.0,Drug_Trafficking,D Felony_Drug_Trafficking
245,247,2010,2013,White,0,Aggravated Misdemeanor,Violent,Sex,Special Sentence,3JD,1,1,0,0,2.0,Violent_Sex,Aggravated Misdemeanor_Violent_Sex
246,248,2010,2013,White,1,C Felony,Violent,Murder/Manslaughter,Parole,3JD,0,1,0,1,10.0,Violent_Murder/Manslaughter,C Felony_Violent_Murder/Manslaughter
247,249,2010,2013,Black,1,D Felony,Drug,Trafficking,Parole,3JD,1,1,0,1,5.0,Drug_Trafficking,D Felony_Drug_Trafficking
248,250,2010,2013,Black,1,C Felony,Violent,Assault,Parole,7JD,0,1,0,1,10.0,Violent_Assault,C Felony_Violent_Assault
249,251,2010,2013,White,1,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,0,2.0,Violent_Assault,Aggravated Misdemeanor_Violent_Assault
250,252,2010,2013,White,1,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,0,2.0,Violent_Assault,Aggravated Misdemeanor_Violent_Assault
251,253,2010,2013,White,1,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,0,2.0,Violent_Assault,Aggravated Misdemeanor_Violent_Assault
252,254,2010,2013,White,1,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,0,2.0,Violent_Assault,Aggravated Misdemeanor_Violent_Assault
253,255,2010,2013,White,1,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,0,2.0,Violent_Assault,Aggravated Misdemeanor_Violent_Assault
254,256,2010,2013,White,1,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,0,2.0,Violent_Assault,Aggravated Misdemeanor_Violent_Assault
255,257,2010,2013,White,1,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,0,2.0,Violent_Assault,Aggravated Misdemeanor_Violent_Assault
256,258,2010,2013,White,1,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,0,2.0,Violent_Assault,Aggravated Misdemeanor_Violent_Assault
257,259,2010,2013,White,1,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,0,2.0,Violent_Assault,Aggravated Misdemeanor_Violent_Assault
258,260,2010,2013,White,1,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,0,2.0,Violent_Assault,Aggravated Misdemeanor_Violent_Assault
259,261,2010,2013,White,1,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,0,2.0,Violent_Assault,Aggravated Misdemeanor_Violent_Assault
260,262,2010,2013,White,1,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,0,2.0,Violent_Assault,Aggravated Misdemeanor_Violent_Assault
261,263,2010,2013,White,1,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,0,2.0,Violent_Assault,Aggravated Misdemeanor_Violent_Assault
262,264,2010,2013,White,1,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,0,2.0,Violent_Assault,Aggravated Misdemeanor_Violent_Assault
263,265,2010,2013,White,1,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,0,2.0,Violent_Assault,Aggravated Misdemeanor_Violent_Assault
264,266,2010,2013,White,1,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,0,2.0,Violent_Assault,Aggravated Misdemeanor_Violent_Assault
265,267,2010,2013,White,1,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,0,2.0,Violent_Assault,Aggravated Misdemeanor_Violent_Assault
266,268,2010,2013,White,1,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,0,2.0,Violent_Assault,Aggravated Misdemeanor_Violent_Assault
267,269,2010,2013,White,1,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,0,2.0,Violent_Assault,Aggravated Misdemeanor_Violent_Assault
268,270,2010,2013,White,1,D Felony,Property,Forgery/Fraud,Parole,7JD,1,1,1,1,5.0,Property_Forgery/Fraud,D Felony_Property_Forgery/Fraud
269,271,2010,2013,White,3,C Felony,Property,Theft,Parole,1JD,0,1,1,1,10.0,Property_Theft,C Felony_Property_Theft
270,272,2010,2013,White,1,D Felony,Drug,Trafficking,Parole,2JD,1,1,0,1,5.0,Drug_Trafficking,D Felony_Drug_Trafficking
271,273,2010,2013,White,3,Felony - Enhanced,Public Order,Flight/Escape,Parole,1JD,1,1,1,1,10.0,Public Order_Flight/Escape,Felony - Enhanced_Public Order_Flight/Escape
272,274,2010,2013,White,1,Aggravated Misdemeanor,Public Order,Alcohol,Parole,8JD,0,1,0,0,2.0,Public Order_Alcohol,Aggravated Misdemeanor_Public Order_Alcohol
273,275,2010,2013,White,3,D Felony,Violent,Assault,Parole,7JD,0,1,0,1,5.0,Violent_Assault,D Felony_Violent_Assault
274,276,2010,2013,Black,2,D Felony,Public Order,Flight/Escape,Parole,5JD,1,1,0,1,5.0,Public Order_Flight/Escape,D Felony_Public Order_Flight/Escape
275,277,2010,2013,White,3,C Felony,Drug,Trafficking,Parole,4JD,1,1,0,1,10.0,Drug_Trafficking,C Felony_Drug_Trafficking
276,278,2010,2013,White,2,C Felony,Property,Theft,Parole,1JD,1,1,0,1,10.0,Property_Theft,C Felony_Property_Theft
277,279,2010,2013,Black,1,C Felony,Drug,Trafficking,Parole,1JD,1,1,0,1,10.0,Drug_Trafficking,C Felony_Drug_Trafficking
278,280,2010,2013,White,1,B Felony,Drug,Trafficking,Parole,5JD,1,1,0,1,50.0,Drug_Trafficking,B Felony_Drug_Trafficking
279,281,2010,2013,Black,1,C Felony,Drug,Trafficking,Parole,5JD,1,1,0,1,10.0,Drug_Trafficking,C Felony_Drug_Trafficking
280,282,2010,2013,Black,1,D Felony,Public Order,OWI,Parole,3JD,1,1,0,1,5.0,Public Order_OWI,D Felony_Public Order_OWI
281,283,2010,2013,White,1,C Felony,Drug,Trafficking,Parole,2JD,1,1,0,1,10.0,Drug_Trafficking,C Felony_Drug_Trafficking
282,284,2010,2013,White,3,C Felony,Property,Arson,Parole,4JD,0,1,0,1,10.0,Property_Arson,C Felony_Property_Arson
283,285,2010,2013,White,1,Felony - Enhanced,Violent,Murder/Manslaughter,Parole,2JD,0,1,0,1,10.0,Violent_Murder/Manslaughter,Felony - Enhanced_Violent_Murder/Manslaughter
284,286,2010,2013,White,1,D Felony,Drug,Trafficking,Parole,7JD,1,1,0,1,5.0,Drug_Trafficking,D Felony_Drug_Trafficking
285,287,2010,2013,White,2,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,0,2.0,Violent_Assault,Aggravated Misdemeanor_Violent_Assault
286,288,2010,2013,White,1,C Felony,Property,Theft,Parole,1JD,0,1,0,1,10.0,Property_Theft,C Felony_Property_Theft
287,289,2010,2013,White,1,C Felony,Property,Theft,Parole,1JD,0,1,0,1,10.0,Property_Theft,C Felony_Property_Theft
288,290,2010,2013,White,1,Aggravated Misdemeanor,Drug,Drug Possession,Discharged – End of Sentence,unknown,1,0,0,0,2.0,Drug_Drug Possession,Aggravated Misdemeanor_Drug_Drug Possession
289,291,2010,2013,White,2,Aggravated Misdemeanor,Property,Theft,Parole,2JD,1,1,0,0,2.0,Property_Theft,Aggravated Misdemeanor_Property_Theft
290,292,2010,2013,Black,1,D Felony,Drug,Drug Possession,Parole,3JD,1,1,0,1,5.0,Drug_Drug Possession,D Felony_Drug_Drug Possession
291,293,2010,2013,White,0,D Felony,Public Order,Traffic,Parole,5JD,0,1,0,1,5.0,Public Order_Traffic,D Felony_Public Order_Traffic
292,294,2010,2013,White,0,D Felony,Property,Burglary,Parole,5JD,1,1,0,1,5.0,Property_Burglary,D Felony_Property_Burglary
293,295,2010,2013,White,2,C Felony,Drug,Trafficking,Parole,5JD,1,1,0,1,10.0,Drug_Trafficking,C Felony_Drug_Trafficking
294,296,2010,2013,White,2,C Felony,Drug,Other Drug,Parole,8JD,0,1,0,1,10.0,Drug_Other Drug,C Felony_Drug_Other Drug
295,297,2010,2013,White,1,D Felony,Violent,Assault,Discharged – End of Sentence,unknown,1,0,0,1,5.0,Violent_Assault,D Felony_Violent_Assault
296,298,2010,2013,White,3,Aggravated Misdemeanor,Drug,Drug Possession,Parole,3JD,0,1,0,0,2.0,Drug_Drug Possession,Aggravated Misdemeanor_Drug_Drug Possession
297,299,2010,2013,White,1,Felony - Enhanced,Property,Burglary,Discharged – End of Sentence,unknown,1,0,0,1,10.0,Property_Burglary,Felony - Enhanced_Property_Burglary
298,300,2010,2013,Black,2,D Felony,Drug,Other Drug,Parole,1JD,0,1,0,1,5.0,Drug_Other Drug,D Felony_Drug_Other Drug
299,301,2010,2013,White,2,B Felony,Drug,Trafficking,Parole,5JD,1,1,0,1,50.0,Drug_Trafficking,B Felony_Drug_Trafficking
300,302,2010,2013,Black,1,D Felony,Public Order,Sex Offender Registry/Residency,Parole,1JD,0,1,0,1,5.0,Public Order_Sex Offender Registry/Residency,D Felony_Public Order_Sex Offender Registry/Residency
301,303,2010,2013,White,0,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,unknown,1,0,0,0,2.0,Violent_Assault,Aggravated Misdemeanor_Violent_Assault
302,304,2010,2013,White,0,D Felony,Drug,Trafficking,Discharged – End of Sentence,unknown,1,0,0,1,5.0,Drug_Trafficking,D Felony_Drug_Trafficking
303,305,2010,2013,White,1,C Felony,Property,Theft,Parole,5JD,0,1,0,1,10.0,Property_Theft,C Felony_Property_Theft
304,306,2010,2013,White,1,C Felony,Property,Theft,Parole,5JD,0,1,0,1,10.0,Property_Theft,C Felony_Property_Theft
305,307,2010,2013,Black,1,C Felony,Drug,Trafficking,Parole,5JD,1,1,0,1,10.0,Drug_Trafficking,C Felony_Drug_Trafficking
306,308,2010,2013,White,0,Aggravated Misdemeanor,Property,Theft,Parole,7JD,1,1,0,0,2.0,Property_Theft,Aggravated Misdemeanor_Property_Theft
307,309,2010,2013,Black,1,D Felony,Drug,Trafficking,Parole,5JD,0,1,0,1,5.0,Drug_Trafficking,D Felony_Drug_Trafficking
308,310,2010,2013,White,3,Aggravated Misdemeanor,Public Order,OWI,Discharged – End of Sentence,unknown,0,0,1,0,2.0,Public Order_OWI,Aggravated Misdemeanor_Public Order_OWI
309,311,2010,2013,White,0,C Felony,Property,Theft,Parole,5JD,1,1,0,1,10.0,Property_Theft,C Felony_Property_Theft
310,312,2010,2013,White,0,Aggravated Misdemeanor,Property,Theft,Parole,4JD,1,1,0,0,2.0,Property_Theft,Aggravated Misdemeanor_Property_Theft
311,313,2010,2013,White,0,D Felony,Violent,Assault,Parole,4JD,1,1,0,1,5.0,Violent_Assault,D Felony_Violent_Assault
312,314,2010,2013,Black,3,D Felony,Public Order,Sex Offender Registry/Residency,Parole,6JD,0,1,0,1,5.0,Public Order_Sex Offender Registry/Residency,D Felony_Public Order_Sex Offender Registry/Residency
313,315,2010,2013,White,1,Felony - Enhanced,Violent,Sex,Parole,8JD,0,1,0,1,10.0,Violent_Sex,Felony - Enhanced_Violent_Sex
314,316,2010,2013,White,1,B Felony,Violent,Other Violent,Parole,2JD,1,1,0,1,50.0,Violent_Other Violent,B Felony_Violent_Other Violent
315,317,2010,2013,Black,3,D Felony,Violent,Assault,Discharged – End of Sentence,unknown,1,0,0,1,5.0,Violent_Assault,D Felony_Violent_Assault
316,318,2010,2013,White,3,C Felony,Drug,Trafficking,Parole,8JD,0,1,0,1,10.0,Drug_Trafficking,C Felony_Drug_Trafficking
317,319,2010,2013,White,3,C Felony,Drug,Trafficking,Parole,8JD,0,1,0,1,10.0,Drug_Trafficking,C Felony_Drug_Trafficking
318,320,2010,2013,White,3,C Felony,Drug,Trafficking,Parole,8JD,0,1,0,1,10.0,Drug_Trafficking,C Felony_Drug_Trafficking
319,321,2010,2013,White,3,C Felony,Drug,Trafficking,Parole,8JD,0,1,0,1,10.0,Drug_Trafficking,C Felony_Drug_Trafficking
320,322,2010,2013,White,3,C Felony,Drug,Trafficking,Parole,8JD,0,1,0,1,10.0,Drug_Trafficking,C Felony_Drug_Trafficking
