fiscal_year_released,recidivism_reporting_year,main_supervising_district,release_type,race_ethnicity,age_at_release,sex,offense_class,offense_type,offense_subtype,return_to_prison,days_return,recidivism_type,new_offense_class,new_offense_type,new_offense_subtype,target_population
2010,2013,2JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Property,Theft,No,,No Recidivism,,,,Yes
2010,2013,3JD,Parole,Black - Non-Hispanic,Under 25,Female,D Felony,Public Order,Flight/Escape,No,,No Recidivism,,,,Yes
2010,2013,1JD,Parole,Black - Non-Hispanic,35-44,Male,Felony - Enhanced,Drug,Trafficking,Yes,254.0,New,D Felony,Drug,Drug Possession,Yes
2010,2013,6JD,Parole,Black - Hispanic,25-34,Male,C Felony,Violent,Robbery,Yes,647.0,New,D Felony,Drug,Other Drug,Yes
2010,2013,5JD,Parole,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Property,Burglary,No,,No Recidivism,,,,Yes
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,D Felony,Violent,Assault,Yes,714.0,New,Felony - Enhancement to Original Penalty,Other,Other Criminal,No
2010,2013,,Discharged – End of Sentence,American Indian or Alaska Native - Non-Hispanic,Under 25,Female,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No
2010,2013,5JD,Special Sentence,White - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Violent,Sex,Yes,407.0,Tech,,,,Yes
2010,2013,5JD,Parole,White - Non-Hispanic,35-44,Female,B Felony,Drug,Trafficking,Yes,210.0,Tech,,,,Yes
2010,2013,1JD,Parole,Black - Non-Hispanic,Under 25,Male,C Felony,Violent,Assault,No,,No Recidivism,,,,Yes
2010,2013,1JD,Parole,Black - Non-Hispanic,Under 25,Male,C Felony,Violent,Assault,No,,No Recidivism,,,,Yes
2010,2013,1JD,Parole,Black - Non-Hispanic,Under 25,Male,C Felony,Violent,Assault,No,,No Recidivism,,,,Yes
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,Under 25,Male,D Felony,Public Order,Weapons,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,Under 25,Male,D Felony,Public Order,Weapons,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,Under 25,Male,D Felony,Public Order,Weapons,No,,No Recidivism,,,,No
2010,2013,2JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Public Order,OWI,Yes,175.0,Tech,,,,Yes
2010,2013,7JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,Yes
2010,2013,7JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,Yes
2010,2013,7JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,Yes
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,D Felony,Public Order,Weapons,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,35-44,Male,C Felony,Violent,Other Violent,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,35-44,Male,C Felony,Violent,Other Violent,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,55 and Older,Male,B Felony,Violent,Sex,No,,No Recidivism,,,,No
2010,2013,5JD,Special Sentence,White - Non-Hispanic,55 and Older,Male,Aggravated Misdemeanor,Violent,Sex,Yes,600.0,New,Simple Misdemeanor,Public Order,Other Public Order,Yes
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,D Felony,Property,Theft,Yes,279.0,New,D Felony,Property,Theft,No
2010,2013,2JD,Parole,White - Non-Hispanic,35-44,Female,D Felony,Violent,Assault,No,,No Recidivism,,,,Yes
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,55 and Older,Female,D Felony,Property,Forgery/Fraud,Yes,485.0,Tech,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,55 and Older,Male,D Felony,Drug,Drug Possession,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,55 and Older,Male,D Felony,Drug,Drug Possession,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Public Order,Sex Offender Registry/Residency,Yes,94.0,New,Aggravated Misdemeanor,Public Order,Other Public Order,No
2010,2013,2JD,Parole,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,Yes
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,D Felony,Property,Forgery/Fraud,Yes,962.0,New,D Felony,Property,Burglary,No
2010,2013,6JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Property,Burglary,No,,No Recidivism,,,,Yes
2010,2013,6JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Property,Burglary,No,,No Recidivism,,,,Yes
2010,2013,,Discharged – End of Sentence,White - Hispanic,Under 25,Male,D Felony,Public Order,OWI,Yes,695.0,New,Felony - Enhancement to Original Penalty,Other,Other Criminal,No
2010,2013,5JD,Special Sentence,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Violent,Sex,Yes,341.0,Tech,,,,Yes
2010,2013,7JD,Parole,Black - Non-Hispanic,25-34,Female,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,5JD,Parole,White - Non-Hispanic,45-54,Female,Aggravated Misdemeanor,Public Order,Alcohol,Yes,509.0,New,Aggravated Misdemeanor,Public Order,Alcohol,Yes
2010,2013,4JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Violent,Assault,No,,No Recidivism,,,,Yes
2010,2013,4JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Violent,Assault,No,,No Recidivism,,,,Yes
2010,2013,2JD,Parole,White - Hispanic,25-34,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,2JD,Parole,White - Hispanic,25-34,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,1JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,295.0,Tech,,,,Yes
2010,2013,5JD,Special Sentence,White - Non-Hispanic,35-44,Male,D Felony,Violent,Sex,Yes,65.0,Tech,,,,Yes
2010,2013,6JD,Parole,White - Hispanic,35-44,Male,D Felony,Public Order,OWI,Yes,168.0,Tech,,,,Yes
2010,2013,4JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Property,Theft,No,,No Recidivism,,,,Yes
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,Yes,686.0,Tech,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Female,Felony - Enhanced,Property,Theft,Yes,947.0,New,Aggravated Misdemeanor,Property,Theft,No
2010,2013,7JD,Parole,White - Non-Hispanic,Under 25,Male,C Felony,Property,Vandalism,No,,No Recidivism,,,,Yes
2010,2013,3JD,Parole,Black - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,Yes,312.0,Tech,,,,Yes
2010,2013,3JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Public Order,Traffic,Yes,170.0,New,Aggravated Misdemeanor,Public Order,Other Public Order,Yes
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,D Felony,Property,Burglary,Yes,410.0,New,Aggravated Misdemeanor,Property,Burglary,No
2010,2013,7JD,Parole,Black - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,687.0,New,C Felony,Drug,Trafficking,Yes
2010,2013,3JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Property,Burglary,Yes,378.0,Tech,,,,Yes
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Public Order,Sex Offender Registry/Residency,Yes,579.0,New,Serious Misdemeanor,Violent,Assault,No
2010,2013,7JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Public Order,Traffic,No,,No Recidivism,,,,Yes
2010,2013,6JD,Parole,Black - Non-Hispanic,25-34,Male,C Felony,Property,Theft,Yes,195.0,Tech,,,,Yes
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,No
2010,2013,5JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Violent,Murder/Manslaughter,No,,No Recidivism,,,,Yes
2010,2013,5JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,667.0,Tech,,,,Yes
2010,2013,1JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Public Order,OWI,Yes,232.0,New,Aggravated Misdemeanor,Public Order,OWI,Yes
2010,2013,4JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Property,Forgery/Fraud,Yes,874.0,New,Aggravated Misdemeanor,Drug,Drug Possession,Yes
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,35-44,Male,C Felony,Property,Theft,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,35-44,Male,C Felony,Property,Theft,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,35-44,Male,C Felony,Property,Theft,No,,No Recidivism,,,,No
2010,2013,8JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Drug,Drug Possession,No,,No Recidivism,,,,Yes
2010,2013,4JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes
2010,2013,4JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes
2010,2013,4JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes
2010,2013,4JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,35-44,Female,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,35-44,Female,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No
2010,2013,8JD,Parole,Black - Non-Hispanic,Under 25,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes
2010,2013,5JD,Parole,White - Non-Hispanic,Under 25,Female,Aggravated Misdemeanor,Property,Theft,No,,No Recidivism,,,,Yes
2010,2013,3JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,3JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,5JD,Parole,Black - Non-Hispanic,35-44,Male,D Felony,Violent,Assault,Yes,273.0,Tech,,,,Yes
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,D Felony,Violent,Sex,No,,No Recidivism,,,,No
2010,2013,7JD,Special Sentence,White - Non-Hispanic,Under 25,Male,D Felony,Violent,Sex,Yes,248.0,Tech,,,,Yes
2010,2013,8JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Property,Burglary,Yes,199.0,New,D Felony,Public Order,Weapons,Yes
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,55 and Older,Male,Felony - Enhanced,Violent,Sex,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,55 and Older,Male,Felony - Enhanced,Violent,Sex,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,55 and Older,Male,Felony - Enhanced,Violent,Sex,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Public Order,Alcohol,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,C Felony,Violent,Other Violent,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,C Felony,Violent,Other Violent,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,C Felony,Violent,Other Violent,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,C Felony,Violent,Other Violent,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,C Felony,Violent,Other Violent,No,,No Recidivism,,,,No
2010,2013,5JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Violent,Assault,Yes,332.0,New,Aggravated Misdemeanor,Property,Theft,Yes
2010,2013,2JD,Parole,White - Non-Hispanic,55 and Older,Male,Aggravated Misdemeanor,Public Order,Traffic,Yes,112.0,Tech,,,,Yes
2010,2013,2JD,Parole,White - Non-Hispanic,Under 25,Male,C Felony,Violent,Assault,No,,No Recidivism,,,,Yes
2010,2013,5JD,Parole,Black - Non-Hispanic,35-44,Male,D Felony,Public Order,OWI,Yes,231.0,Tech,,,,Yes
2010,2013,1JD,Parole,Black - Non-Hispanic,25-34,Male,C Felony,Violent,Sex,No,,No Recidivism,,,,Yes
2010,2013,5JD,Parole,White - Non-Hispanic,Under 25,Male,B Felony,Violent,Other Violent,No,,No Recidivism,,,,Yes
2010,2013,,Discharged – End of Sentence,American Indian or Alaska Native - Non-Hispanic,25-34,Female,D Felony,Public Order,OWI,No,,No Recidivism,,,,No
2010,2013,5JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Violent,Other Violent,No,,No Recidivism,,,,Yes
2010,2013,5JD,Parole,White - Non-Hispanic,25-34,Male,Felony - Enhanced,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,5JD,Parole,White - Non-Hispanic,25-34,Male,Felony - Enhanced,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,5JD,Parole,White - Non-Hispanic,25-34,Male,Felony - Enhanced,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,5JD,Parole,White - Non-Hispanic,25-34,Male,Felony - Enhanced,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,5JD,Parole,White - Non-Hispanic,Under 25,Male,C Felony,Property,Theft,No,,No Recidivism,,,,Yes
2010,2013,5JD,Parole,White - Non-Hispanic,Under 25,Male,C Felony,Property,Theft,No,,No Recidivism,,,,Yes
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,25-34,Male,D Felony,Property,Forgery/Fraud,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,25-34,Male,D Felony,Property,Forgery/Fraud,No,,No Recidivism,,,,No
2010,2013,5JD,Parole,White - Non-Hispanic,25-34,Female,Felony - Enhanced,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,5JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,5JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,5JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,5JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,5JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,5JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,35-44,Male,D Felony,Violent,Assault,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,35-44,Male,D Felony,Violent,Assault,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,35-44,Male,D Felony,Violent,Assault,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,35-44,Male,D Felony,Violent,Assault,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,35-44,Male,D Felony,Violent,Assault,No,,No Recidivism,,,,No
2010,2013,2JD,Special Sentence,White - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Other,Special Sentence Revocation,No,,No Recidivism,,,,Yes
2010,2013,6JD,Parole,White - Non-Hispanic,55 and Older,Male,D Felony,Drug,Drug Possession,No,,No Recidivism,,,,Yes
2010,2013,2JD,Parole,White - Non-Hispanic,35-44,Female,B Felony,Other,Other Criminal,Yes,223.0,New,D Felony,Property,Forgery/Fraud,Yes
2010,2013,1JD,Parole,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Public Order,Traffic,No,,No Recidivism,,,,Yes
2010,2013,4JD,Parole,White - Hispanic,25-34,Male,B Felony,Drug,Trafficking,Yes,511.0,Tech,,,,Yes
2010,2013,8JD,Parole,White - Non-Hispanic,55 and Older,Male,Serious Misdemeanor,Violent,Sex,No,,No Recidivism,,,,Yes
2010,2013,1JD,Parole,Black - Non-Hispanic,25-34,Male,C Felony,Property,Burglary,Yes,1026.0,New,Aggravated Misdemeanor,Public Order,Alcohol,Yes
2010,2013,1JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,Yes
2010,2013,1JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,Yes
2010,2013,1JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,Yes
2010,2013,1JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,Yes
2010,2013,1JD,Parole,White - Non-Hispanic,25-34,Male,Sexual Predator Community Supervision,Violent,Sex,No,,No Recidivism,,,,Yes
2010,2013,3JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Property,Theft,Yes,85.0,Tech,,,,Yes
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Violent,Assault,Yes,910.0,New,Aggravated Misdemeanor,Violent,Assault,No
2010,2013,6JD,Parole,White - Non-Hispanic,35-44,Female,D Felony,Property,Forgery/Fraud,Yes,910.0,New,D Felony,Property,Forgery/Fraud,Yes
2010,2013,5JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Violent,Assault,Yes,231.0,New,Serious Misdemeanor,Violent,Assault,Yes
2010,2013,5JD,Parole,Black - Non-Hispanic,35-44,Male,C Felony,Property,Theft,No,,No Recidivism,,,,Yes
2010,2013,1JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Violent,Murder/Manslaughter,No,,No Recidivism,,,,Yes
2010,2013,1JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Violent,Murder/Manslaughter,No,,No Recidivism,,,,Yes
2010,2013,5JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Violent,Assault,Yes,831.0,New,Serious Misdemeanor,Violent,Assault,Yes
2010,2013,6JD,Special Sentence,White - Non-Hispanic,45-54,Male,D Felony,Violent,Sex,No,,No Recidivism,,,,Yes
2010,2013,5JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Property,Theft,No,,No Recidivism,,,,Yes
2010,2013,8JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Violent,Murder/Manslaughter,No,,No Recidivism,,,,Yes
2010,2013,,Discharged – End of Sentence,White - Hispanic,35-44,Male,B Felony,Violent,Murder/Manslaughter,No,,No Recidivism,,,,No
2010,2013,8JD,Parole,White - Non-Hispanic,45-54,Male,Felony - Enhanced,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,8JD,Parole,White - Non-Hispanic,45-54,Male,Felony - Enhanced,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Public Order,Alcohol,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Public Order,Alcohol,No,,No Recidivism,,,,No
2010,2013,2JD,Parole,White - Non-Hispanic,25-34,Female,C Felony,Drug,Trafficking,Yes,919.0,Tech,,,,Yes
2010,2013,5JD,Parole,White - Hispanic,35-44,Male,B Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,7JD,Parole,White - Non-Hispanic,45-54,Male,C Felony,Property,Arson,No,,No Recidivism,,,,Yes
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,Under 25,Female,Aggravated Misdemeanor,Property,Forgery/Fraud,No,,No Recidivism,,,,No
2010,2013,5JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Drug,Trafficking,Yes,83.0,Tech,,,,Yes
2010,2013,6JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Property,Forgery/Fraud,Yes,320.0,Tech,,,,Yes
2010,2013,5JD,Parole,White - Non-Hispanic,45-54,Female,C Felony,Drug,Trafficking,Yes,295.0,New,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes
2010,2013,4JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,4JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,4JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,55 and Older,Male,Aggravated Misdemeanor,Property,Theft,Yes,580.0,New,Aggravated Misdemeanor,Property,Theft,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Other,Other Criminal,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Other,Other Criminal,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Other,Other Criminal,No,,No Recidivism,,,,No
2010,2013,8JD,Parole,White - Non-Hispanic,Under 25,Female,D Felony,Property,Forgery/Fraud,No,,No Recidivism,,,,Yes
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,25-34,Male,C Felony,Violent,Robbery,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,25-34,Male,C Felony,Violent,Robbery,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,25-34,Male,C Felony,Violent,Robbery,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Female,D Felony,Public Order,OWI,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Female,D Felony,Public Order,OWI,No,,No Recidivism,,,,No
2010,2013,8JD,Parole,Black - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Public Order,Traffic,No,,No Recidivism,,,,Yes
2010,2013,7JD,Parole,Black - Non-Hispanic,Under 25,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes
2010,2013,1JD,Parole,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,OWI,Yes,682.0,New,D Felony,Drug,Drug Possession,Yes
2010,2013,5JD,Parole,White - Non-Hispanic,45-54,Male,Felony - Enhanced,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,5JD,Parole,White - Non-Hispanic,45-54,Male,Felony - Enhanced,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,5JD,Parole,White - Non-Hispanic,45-54,Male,Felony - Enhanced,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,5JD,Parole,White - Non-Hispanic,45-54,Male,Felony - Enhanced,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,5JD,Parole,White - Non-Hispanic,45-54,Male,Felony - Enhanced,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,5JD,Parole,White - Non-Hispanic,45-54,Male,Felony - Enhanced,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,5JD,Parole,White - Non-Hispanic,45-54,Male,Felony - Enhanced,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,5JD,Parole,White - Non-Hispanic,45-54,Male,Felony - Enhanced,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Violent,Assault,Yes,730.0,New,Aggravated Misdemeanor,Violent,Assault,No
2010,2013,1JD,Parole,Black - Non-Hispanic,35-44,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes
2010,2013,1JD,Parole,Black - Non-Hispanic,35-44,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes
2010,2013,1JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Drug,Drug Possession,No,,No Recidivism,,,,Yes
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Female,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No
2010,2013,3JD,Parole,White - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,Yes,704.0,New,D Felony,Property,Burglary,Yes
2010,2013,8JD,Parole,White - Non-Hispanic,45-54,Male,C Felony,Property,Theft,No,,No Recidivism,,,,Yes
2010,2013,5JD,Parole,White - Non-Hispanic,25-34,Female,D Felony,Drug,Drug Possession,Yes,889.0,New,Aggravated Misdemeanor,Drug,Drug Possession,Yes
2010,2013,8JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Property,Theft,Yes,420.0,Tech,,,,Yes
2010,2013,4JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,4JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,4JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
