Fiscal Year Released,Recidivism Reporting Year,Race - Ethnicity,Age At Release ,Convicting Offense Classification,Convicting Offense Type,Convicting Offense Subtype,Release Type,Main Supervising District,Recidivism - Return to Prison,Days to Recidivism,New Conviction Offense Classification,New Conviction Offense Type,New Conviction Offense Sub Type,Part of Target Population,Recidivism Type,Sex
2010,2013,Black - Non-Hispanic,Under 25,D Felony,Violent,Assault,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
2010,2013,Black - Non-Hispanic,Under 25,D Felony,Violent,Assault,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
2010,2013,Black - Non-Hispanic,Under 25,D Felony,Violent,Assault,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
2010,2013,Black - Non-Hispanic,Under 25,D Felony,Violent,Assault,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
2010,2013,White - Non-Hispanic,25-34,D Felony,Drug,Other Drug,Parole,7JD,No,,,,,Yes,No Recidivism,Male
2010,2013,White - Non-Hispanic,35-44,D Felony,Drug,Drug Possession,Discharged – End of Sentence,,Yes,377,D Felony,Property,Theft,No,New,Male
2010,2013,Black - Non-Hispanic,25-34,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,,Yes,473,Aggravated Misdemeanor,Property,Vandalism,No,New,Male
2010,2013,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Public Order,Weapons,Discharged – End of Sentence,,Yes,776,Aggravated Misdemeanor,Property,Vandalism,No,New,Male
2010,2013,Black - Non-Hispanic,25-34,D Felony,Property,Theft,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Female
2010,2013,Black - Non-Hispanic,25-34,D Felony,Property,Theft,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Female
2010,2013,Black - Non-Hispanic,25-34,D Felony,Property,Theft,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Female
2010,2013,American Indian or Alaska Native - Non-Hispanic,35-44,D Felony,Property,Burglary,Parole,1JD,No,,,,,Yes,No Recidivism,Female
2010,2013,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Public Order,Traffic,Parole,8JD,No,,,,,Yes,No Recidivism,Male
2010,2013,White - Non-Hispanic,55 and Older,D Felony,Property,Theft,Discharged – End of Sentence,,Yes,411,Aggravated Misdemeanor,Public Order,Traffic,No,New,Male
2010,2013,Black - Non-Hispanic,45-54,D Felony,Violent,Assault,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
2010,2013,Black - Non-Hispanic,45-54,D Felony,Violent,Assault,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
2010,2013,Black - Non-Hispanic,45-54,D Felony,Violent,Assault,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
2010,2013,White - Non-Hispanic,35-44,Felony - Enhanced,Drug,Trafficking,Discharged – End of Sentence,,Yes,1094,Aggravated Misdemeanor,Public Order,Traffic,No,New,Male
2010,2013,White - Non-Hispanic,25-34,D Felony,Property,Forgery/Fraud,Parole,5JD,Yes,342,,,,Yes,Tech,Male
2010,2013,White - Non-Hispanic,25-34,Felony - Enhanced,Property,Theft,Parole,2JD,Yes,262,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,New,Male
2010,2013,White - Non-Hispanic,Under 25,C Felony,Property,Arson,Parole,4JD,No,,,,,Yes,No Recidivism,Male
2010,2013,American Indian or Alaska Native - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Discharged – End of Sentence,,Yes,392,D Felony,Drug,Trafficking,No,New,Male
2010,2013,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole,1JD,Yes,470,C Felony,Drug,Trafficking,Yes,New,Male
2010,2013,White - Hispanic,Under 25,Aggravated Misdemeanor,Property,Burglary,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
2010,2013,White - Non-Hispanic,Under 25,C Felony,Property,Burglary,Parole,3JD,Yes,218,,,,Yes,Tech,Male
2010,2013,Black - Non-Hispanic,35-44,D Felony,Property,Burglary,Parole,5JD,No,,,,,Yes,No Recidivism,Male
2010,2013,Black - Non-Hispanic,35-44,D Felony,Property,Burglary,Parole,5JD,No,,,,,Yes,No Recidivism,Male
2010,2013,White - Hispanic,55 and Older,D Felony,Public Order,OWI,Parole,3JD,Yes,202,,,,Yes,Tech,Female
2010,2013,White - Hispanic,Under 25,C Felony,Property,Burglary,Parole,5JD,No,,,,,Yes,No Recidivism,Male
2010,2013,White - Hispanic,25-34,D Felony,Property,Burglary,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
2010,2013,White - Hispanic,25-34,D Felony,Property,Burglary,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
2010,2013,White - Non-Hispanic,35-44,C Felony,Violent,Assault,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
2010,2013,White - Non-Hispanic,35-44,C Felony,Violent,Assault,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
2010,2013,White - Non-Hispanic,35-44,C Felony,Violent,Assault,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
2010,2013,White - Hispanic,25-34,D Felony,Drug,Trafficking,Parole,6JD,Yes,252,,,,Yes,Tech,Male
2010,2013,Black - Non-Hispanic,35-44,D Felony,Property,Theft,Parole,1JD,No,,,,,Yes,No Recidivism,Male
2010,2013,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Property,Burglary,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
2010,2013,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Property,Burglary,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
2010,2013,White - Non-Hispanic,45-54,B Felony,Violent,Sex,Parole,7JD,No,,,,,Yes,No Recidivism,Male
2010,2013,White - Non-Hispanic,35-44,D Felony,Drug,Drug Possession,Parole,8JD,Yes,178,,,,Yes,Tech,Male
2010,2013,White - Non-Hispanic,Under 25,D Felony,Drug,Other Drug,Parole,6JD,Yes,159,,,,Yes,Tech,Female
2010,2013,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,Traffic,Parole,4JD,No,,,,,Yes,No Recidivism,Male
2010,2013,White - Non-Hispanic,25-34,C Felony,Property,Theft,Parole,7JD,No,,,,,Yes,No Recidivism,Male
2010,2013,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,2JD,Yes,457,Aggravated Misdemeanor,Property,Forgery/Fraud,Yes,New,Male
2010,2013,White - Non-Hispanic,Under 25,D Felony,Public Order,OWI,Parole,6JD,No,,,,,Yes,No Recidivism,Male
2010,2013,White - Non-Hispanic,25-34,Felony - Enhanced,Drug,Trafficking,Parole,1JD,No,,,,,Yes,No Recidivism,Male
2010,2013,White - Non-Hispanic,25-34,Felony - Enhanced,Drug,Trafficking,Parole,1JD,No,,,,,Yes,No Recidivism,Male
2010,2013,White - Non-Hispanic,25-34,Felony - Enhanced,Drug,Trafficking,Parole,1JD,No,,,,,Yes,No Recidivism,Male
2010,2013,Black - Non-Hispanic,35-44,D Felony,Property,Vandalism,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
2010,2013,Black - Non-Hispanic,35-44,D Felony,Property,Vandalism,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
2010,2013,Black - Non-Hispanic,45-54,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,Yes,103,D Felony,Property,Burglary,No,New,Male
2010,2013,White - Non-Hispanic,55 and Older,D Felony,Drug,Trafficking,Parole,3JD,No,,,,,Yes,No Recidivism,Male
2010,2013,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Violent,Sex,Special Sentence,3JD,Yes,86,,,,Yes,Tech,Male
2010,2013,White - Non-Hispanic,25-34,C Felony,Violent,Murder/Manslaughter,Parole,3JD,No,,,,,Yes,No Recidivism,Male
2010,2013,Black - Non-Hispanic,25-34,D Felony,Drug,Trafficking,Parole,3JD,Yes,26,,,,Yes,Tech,Male
2010,2013,Black - Non-Hispanic,25-34,C Felony,Violent,Assault,Parole,7JD,No,,,,,Yes,No Recidivism,Male
2010,2013,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
2010,2013,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
2010,2013,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
2010,2013,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
2010,2013,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
2010,2013,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
2010,2013,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
2010,2013,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
2010,2013,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
2010,2013,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
2010,2013,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
2010,2013,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
2010,2013,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
2010,2013,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
2010,2013,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
2010,2013,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
2010,2013,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
2010,2013,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
2010,2013,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
2010,2013,White - Non-Hispanic,25-34,D Felony,Property,Forgery/Fraud,Parole,7JD,Yes,66,,,,Yes,Tech,Female
2010,2013,White - Non-Hispanic,45-54,C Felony,Property,Theft,Parole,1JD,No,,,,,Yes,No Recidivism,Female
2010,2013,White - Non-Hispanic,25-34,D Felony,Drug,Trafficking,Parole,2JD,Yes,383,C Felony,Drug,Trafficking,Yes,New,Male
2010,2013,White - Non-Hispanic,45-54,Felony - Enhanced,Public Order,Flight/Escape,Parole,1JD,Yes,385,D Felony,Property,Theft,Yes,New,Female
2010,2013,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,Alcohol,Parole,8JD,No,,,,,Yes,No Recidivism,Male
2010,2013,White - Non-Hispanic,45-54,D Felony,Violent,Assault,Parole,7JD,No,,,,,Yes,No Recidivism,Male
2010,2013,Black - Non-Hispanic,35-44,D Felony,Public Order,Flight/Escape,Parole,5JD,Yes,240,Aggravated Misdemeanor,Public Order,Traffic,Yes,New,Male
2010,2013,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole,4JD,Yes,456,,,,Yes,Tech,Male
2010,2013,White - Non-Hispanic,35-44,C Felony,Property,Theft,Parole,1JD,Yes,385,,,,Yes,Tech,Male
2010,2013,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,1JD,Yes,173,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,New,Male
2010,2013,White - Non-Hispanic,25-34,B Felony,Drug,Trafficking,Parole,5JD,Yes,160,,,,Yes,Tech,Male
2010,2013,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,5JD,Yes,912,C Felony,Drug,Trafficking,Yes,New,Male
2010,2013,Black - Non-Hispanic,25-34,D Felony,Public Order,OWI,Parole,3JD,Yes,174,,,,Yes,Tech,Male
2010,2013,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,2JD,Yes,842,,,,Yes,Tech,Male
2010,2013,White - Non-Hispanic,45-54,C Felony,Property,Arson,Parole,4JD,No,,,,,Yes,No Recidivism,Male
2010,2013,White - Non-Hispanic,25-34,Felony - Enhanced,Violent,Murder/Manslaughter,Parole,2JD,No,,,,,Yes,No Recidivism,Male
2010,2013,White - Non-Hispanic,25-34,D Felony,Drug,Trafficking,Parole,7JD,Yes,1027,Serious Misdemeanor,Public Order,OWI,Yes,New,Male
2010,2013,White -,35-44,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
2010,2013,White - Non-Hispanic,25-34,C Felony,Property,Theft,Parole,1JD,No,,,,,Yes,No Recidivism,Male
2010,2013,White - Non-Hispanic,25-34,C Felony,Property,Theft,Parole,1JD,No,,,,,Yes,No Recidivism,Male
2010,2013,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Drug,Drug Possession,Discharged – End of Sentence,,Yes,228,,,,No,Tech,Male
2010,2013,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Property,Theft,Parole,2JD,Yes,1087,D Felony,Drug,Drug Possession,Yes,New,Male
2010,2013,Black - Non-Hispanic,25-34,D Felony,Drug,Drug Possession,Parole,3JD,Yes,133,D Felony,Drug,Trafficking,Yes,New,Male
2010,2013,White - Non-Hispanic,Under 25,D Felony,Public Order,Traffic,Parole,5JD,No,,,,,Yes,No Recidivism,Male
2010,2013,White - Non-Hispanic,Under 25,D Felony,Property,Burglary,Parole,5JD,Yes,175,,,,Yes,Tech,Male
2010,2013,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole,5JD,Yes,708,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes,New,Male
2010,2013,White - Non-Hispanic,35-44,C Felony,Drug,Other Drug,Parole,8JD,No,,,,,Yes,No Recidivism,Male
2010,2013,White - Non-Hispanic,25-34,D Felony,Violent,Assault,Discharged – End of Sentence,,Yes,497,Aggravated Misdemeanor,Property,Burglary,No,New,Male
2010,2013,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Drug,Drug Possession,Parole,3JD,No,,,,,Yes,No Recidivism,Male
2010,2013,White - Non-Hispanic,25-34,Felony - Enhanced,Property,Burglary,Discharged – End of Sentence,,Yes,1009,,,,No,Tech,Male
2010,2013,Black - Non-Hispanic,35-44,D Felony,Drug,Other Drug,Parole,1JD,No,,,,,Yes,No Recidivism,Male
2010,2013,White - Non-Hispanic,35-44,B Felony,Drug,Trafficking,Parole,5JD,Yes,405,B Felony,Drug,Trafficking,Yes,New,Male
2010,2013,Black - Non-Hispanic,25-34,D Felony,Public Order,Sex Offender Registry/Residency,Parole,1JD,No,,,,,Yes,No Recidivism,Male
2010,2013,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,Yes,376,D Felony,Property,Burglary,No,New,Male
2010,2013,White - Non-Hispanic,Under 25,D Felony,Drug,Trafficking,Discharged – End of Sentence,,Yes,655,Aggravated Misdemeanor,Drug,Drug Possession,No,New,Male
2010,2013,White - Non-Hispanic,25-34,C Felony,Property,Theft,Parole,5JD,No,,,,,Yes,No Recidivism,Male
2010,2013,White - Non-Hispanic,25-34,C Felony,Property,Theft,Parole,5JD,No,,,,,Yes,No Recidivism,Male
2010,2013,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,5JD,Yes,692,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes,New,Male
2010,2013,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Property,Theft,Parole,7JD,Yes,143,,,,Yes,Tech,Male
2010,2013,Black - Non-Hispanic,25-34,D Felony,Drug,Trafficking,Parole,5JD,No,,,,,Yes,No Recidivism,Male
2010,2013,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Public Order,OWI,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Female
2010,2013,White - Non-Hispanic,Under 25,C Felony,Property,Theft,Parole,5JD,Yes,362,,,,Yes,Tech,Male
2010,2013,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Property,Theft,Parole,4JD,Yes,492,C Felony,Violent,Murder/Manslaughter,Yes,New,Male
2010,2013,White - Non-Hispanic,Under 25,D Felony,Violent,Assault,Parole,4JD,Yes,350,Aggravated Misdemeanor,Property,Burglary,Yes,New,Male
2010,2013,Black - Non-Hispanic,45-54,D Felony,Public Order,Sex Offender Registry/Residency,Parole,6JD,No,,,,,Yes,No Recidivism,Male
2010,2013,White - Non-Hispanic,25-34,Felony - Enhanced,Violent,Sex,Parole,8JD,No,,,,,Yes,No Recidivism,Male
2010,2013,White - Non-Hispanic,25-34,B Felony,Violent,Other Violent,Parole,2JD,Yes,366,Serious Misdemeanor,Drug,Drug Possession,Yes,New,Male
2010,2013,Black - Non-Hispanic,45-54,D Felony,Violent,Assault,Discharged – End of Sentence,,Yes,474,Aggravated Misdemeanor,Violent,Assault,No,New,Male
2010,2013,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole,8JD,No,,,,,Yes,No Recidivism,Male
2010,2013,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole,8JD,No,,,,,Yes,No Recidivism,Male
2010,2013,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole,8JD,No,,,,,Yes,No Recidivism,Male
2010,2013,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole,8JD,No,,,,,Yes,No Recidivism,Male
2010,2013,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole,8JD,No,,,,,Yes,No Recidivism,Male
2010,2013,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole,8JD,No,,,,,Yes,No Recidivism,Male
2010,2013,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole,8JD,No,,,,,Yes,No Recidivism,Male
2010,2013,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole,8JD,No,,,,,Yes,No Recidivism,Male
2010,2013,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole,8JD,No,,,,,Yes,No Recidivism,Male
2010,2013,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole,8JD,No,,,,,Yes,No Recidivism,Male
2010,2013,White - Non-Hispanic,35-44,Serious Misdemeanor,Violent,Assault,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
2010,2013,White - Non-Hispanic,55 and Older,D Felony,Violent,Assault,Parole,2JD,No,,,,,Yes,No Recidivism,Male
2010,2013,Black - Non-Hispanic,25-34,D Felony,Public Order,Flight/Escape,Parole,7JD,Yes,223,,,,Yes,Tech,Male
2010,2013,White - Non-Hispanic,45-54,D Felony,Public Order,Sex Offender Registry/Residency,Parole,2JD,No,,,,,Yes,No Recidivism,Male
2010,2013,White - Non-Hispanic,45-54,D Felony,Public Order,Sex Offender Registry/Residency,Parole,2JD,No,,,,,Yes,No Recidivism,Male
2010,2013,White - Non-Hispanic,25-34,B Felony,Violent,Murder/Manslaughter,Parole,6JD,No,,,,,Yes,No Recidivism,Male
2010,2013,White - Non-Hispanic,35-44,C Felony,Property,Vandalism,Parole,5JD,No,,,,,Yes,No Recidivism,Male
2010,2013,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,Traffic,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
2010,2013,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,Traffic,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
2010,2013,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,Traffic,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
2010,2013,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,Traffic,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
2010,2013,White - Non-Hispanic,25-34,C Felony,Property,Burglary,Parole,8JD,No,,,,,Yes,No Recidivism,Male
2010,2013,White - Non-Hispanic,25-34,D Felony,Violent,Assault,Parole,1JD,No,,,,,Yes,No Recidivism,Male
2010,2013,White - Non-Hispanic,25-34,D Felony,Violent,Assault,Parole,1JD,No,,,,,Yes,No Recidivism,Male
2010,2013,White - Hispanic,Under 25,C Felony,Violent,Other Violent,Parole,3JD,No,,,,,Yes,No Recidivism,Male
2010,2013,White - Hispanic,25-34,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Female
2010,2013,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Property,Theft,Parole,5JD,No,,,,,Yes,No Recidivism,Female
2010,2013,White - Hispanic,Under 25,Felony - Enhanced,Drug,Trafficking,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
2010,2013,White - Non-Hispanic,45-54,D Felony,Violent,Murder/Manslaughter,Parole,7JD,No,,,,,Yes,No Recidivism,Male
2010,2013,White - Non-Hispanic,35-44,D Felony,Property,Burglary,Parole,5JD,Yes,275,Serious Misdemeanor,Public Order,Flight/Escape,Yes,New,Male
2010,2013,Black - Non-Hispanic,35-44,D Felony,Property,Forgery/Fraud,Parole,7JD,No,,,,,Yes,No Recidivism,Male
2010,2013,Black - Non-Hispanic,35-44,D Felony,Property,Forgery/Fraud,Parole,7JD,No,,,,,Yes,No Recidivism,Male
2010,2013,Black - Non-Hispanic,Under 25,D Felony,Drug,Trafficking,Parole,2JD,No,,,,,Yes,No Recidivism,Male
2010,2013,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole,1JD,Yes,283,D Felony,Drug,Drug Possession,Yes,New,Male
2010,2013,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Other,Special Sentence Revocation,Special Sentence,7JD,No,,,,,Yes,No Recidivism,Male
2010,2013,White - Non-Hispanic,45-54,B Felony,Drug,Trafficking,Parole,5JD,No,,,,,Yes,No Recidivism,Female
2010,2013,Black - Non-Hispanic,45-54,B Felony,Other,Other Criminal,Parole,5JD,No,,,,,Yes,No Recidivism,Male
2010,2013,Black - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole,5JD,Yes,513,,,,Yes,Tech,Male
2010,2013,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,Yes,763,Serious Misdemeanor,Violent,Assault,No,New,Male
2010,2013,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Violent,Assault,Parole,5JD,Yes,191,,,,Yes,Tech,Male
2010,2013,White - Non-Hispanic,35-44,D Felony,Public Order,OWI,Parole,1JD,No,,,,,Yes,No Recidivism,Male
2010,2013,White - Non-Hispanic,45-54,D Felony,Violent,Other Violent,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
2010,2013,White - Non-Hispanic,45-54,D Felony,Drug,Other Drug,Parole,5JD,No,,,,,Yes,No Recidivism,Male
2010,2013,White - Non-Hispanic,35-44,D Felony,Property,Burglary,Parole,3JD,No,,,,,Yes,No Recidivism,Male
2010,2013,White - Non-Hispanic,35-44,D Felony,Property,Burglary,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
2010,2013,White - Non-Hispanic,35-44,D Felony,Property,Burglary,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
